Vardas                  Pavarde                 ND1      ND2      ND3      ND4      ND5      ND6      ND7      ND8      ND9      ND10     ND11     ND12     ND13     ND14     ND15     Egz.
Vardas504               Pavarde504              6        3        5        8        7        5        2        4        9        2        7        1        3        1        10       9
Vardas505               Pavarde505              2        5        6        2        7        2        4        2        4        8        1        6        7        5        2        6
Vardas506               Pavarde506              8        10       10       10       5        10       10       10       5        7        7        7        7        7        7        2
Vardas507               Pavarde507              7        1        8        10       4        2        2        3        1        8        2        1        6        7        4        8
Vardas508               Pavarde508              3        1        3        9        5        2        5        8        1        5        8        9        5        1        9        4
Vardas509               Pavarde509              8        3        8        2        2        2        1        5        4        7        8        6        8        4        2        2
Vardas510               Pavarde510              9        7        4        2        10       5        4        2        2        10       3        1        8        10       2        8
Vardas511               Pavarde511              3        6        6        7        3        4        10       8        1        4        8        3        9        5        10       2
Vardas512               Pavarde512              9        5        9        10       7        7        6        6        6        2        2        1        3        8        3        9
Vardas513               Pavarde513              7        9        1        2        8        2        4        3        2        5        9        10       8        10       1        7
Vardas514               Pavarde514              10       10       7        10       4        8        2        6        1        10       6        9        1        4        9        5
Vardas515               Pavarde515              6        10       7        4        10       2        3        8        8        6        5        2        4        2        2        4
Vardas516               Pavarde516              2        4        8        8        10       10       6        6        6        1        8        4        6        3        6        4
Vardas517               Pavarde517              3        8        4        4        4        9        1        9        5        10       7        10       2        2        10       9
Vardas518               Pavarde518              2        1        7        8        3        1        9        2        5        1        9        4        1        3        6        1
Vardas519               Pavarde519              5        10       5        5        6        3        9        7        2        6        3        10       2        5        7        3
Vardas520               Pavarde520              5        10       4        6        8        6        2        4        3        9        1        1        4        1        4        6
Vardas521               Pavarde521              3        1        3        3        8        9        3        1        6        2        4        9        2        1        9        5
Vardas522               Pavarde522              10       8        8        4        3        1        1        10       10       10       5        4        6        3        1        5
Vardas523               Pavarde523              7        4        5        4        9        8        7        1        6        8        10       7        6        10       1        7
Vardas524               Pavarde524              5        1        5        5        9        2        5        2        8        5        10       9        3        6        7        3
Vardas525               Pavarde525              8        4        3        5        6        8        7        8        5        3        8        10       3        5        9        10
Vardas526               Pavarde526              6        6        7        5        5        2        6        3        3        8        9        5        6        1        10       6
Vardas527               Pavarde527              7        9        9        1        6        2        2        6        9        8        4        3        6        4        2        9
Vardas528               Pavarde528              4        7        10       3        4        6        10       4        8        4        10       7        8        9        8        8
Vardas529               Pavarde529              5        3        3        1        3        7        10       9        9        8        3        2        7        10       5        10
Vardas530               Pavarde530              4        10       1        5        9        6        4        3        3        1        4        8        3        3        9        4
Vardas531               Pavarde531              10       1        10       3        3        9        3        4        6        7        7        10       7        1        6        1
Vardas532               Pavarde532              1        6        1        10       1        9        9        5        10       6        9        5        6        8        8        7
Vardas533               Pavarde533              4        8        10       3        3        6        2        10       4        4        10       7        2        4        2        2
Vardas534               Pavarde534              8        3        9        6        4        6        7        4        9        8        1        7        10       1        6        2
Vardas535               Pavarde535              8        1        7        10       2        8        4        8        3        2        2        1        7        5        9        7
Vardas536               Pavarde536              4        6        8        3        7        4        7        10       6        2        3        8        9        8        3        3
Vardas537               Pavarde537              7        7        9        9        7        6        5        8        3        5        7        2        3        10       4        7
Vardas538               Pavarde538              1        6        5        2        6        2        5        7        3        2        8        5        6        7        9        1
Vardas539               Pavarde539              10       4        1        5        3        5        2        3        3        10       4        6        1        4        3        2
Vardas540               Pavarde540              2        8        4        6        10       5        4        2        8        8        5        6        4        4        8        2
Vardas541               Pavarde541              5        1        7        1        10       9        1        5        2        3        7        9        9        7        2        7
Vardas542               Pavarde542              5        5        10       8        10       8        6        9        3        6        10       1        9        9        10       8
Vardas543               Pavarde543              10       1        2        6        1        9        8        4        6        10       7        3        9        7        5        2
Vardas544               Pavarde544              10       5        8        9        7        6        9        9        2        1        5        1        6        4        4        9
Vardas545               Pavarde545              6        3        2        6        3        5        4        9        2        8        2        6        10       7        3        2
Vardas546               Pavarde546              2        5        8        10       8        9        8        1        2        6        2        10       7        7        2        5
Vardas547               Pavarde547              7        7        5        9        2        2        8        7        6        9        7        4        1        9        5        5
Vardas548               Pavarde548              5        1        2        8        6        9        4        1        10       7        4        6        4        3        9        5
Vardas549               Pavarde549              8        8        3        3        4        5        4        3        4        8        7        4        2        6        6        5
Vardas550               Pavarde550              2        2        7        2        6        3        1        7        4        10       6        3        7        9        8        6
Vardas551               Pavarde551              4        5        8        7        5        8        4        3        9        7        7        8        5        7        7        6
Vardas552               Pavarde552              5        2        5        9        1        6        2        7        6        8        1        5        5        2        6        2
Vardas553               Pavarde553              9        3        10       7        10       4        9        5        3        7        3        2        4        7        9        5
Vardas554               Pavarde554              4        3        3        6        2        5        9        4        7        3        3        2        5        3        1        9
Vardas555               Pavarde555              6        7        6        2        8        6        10       4        2        7        8        9        2        7        6        3
Vardas556               Pavarde556              10       6        5        3        2        7        5        2        6        6        6        10       2        6        4        9
Vardas557               Pavarde557              10       9        6        6        9        3        8        4        2        6        5        9        5        8        3        7
Vardas558               Pavarde558              3        10       1        4        7        4        1        2        4        3        2        3        2        7        10       8
Vardas559               Pavarde559              3        7        7        9        7        9        8        7        10       1        6        10       10       2        7        10
Vardas560               Pavarde560              3        5        6        5        2        9        7        3        9        4        4        4        3        7        4        2
Vardas561               Pavarde561              9        4        8        4        7        9        7        2        8        6        8        2        10       1        2        3
Vardas562               Pavarde562              4        4        5        2        6        5        1        5        8        9        4        7        8        3        6        7
Vardas563               Pavarde563              10       7        10       6        2        9        3        9        2        5        4        5        3        7        3        6
Vardas564               Pavarde564              4        9        7        1        9        9        7        7        6        9        10       2        2        4        8        2
Vardas565               Pavarde565              8        2        5        9        4        8        9        10       4        1        7        9        6        5        3        3
Vardas566               Pavarde566              10       10       6        8        5        8        3        4        5        2        8        3        4        7        10       2
Vardas567               Pavarde567              8        3        3        9        2        1        10       9        10       6        8        4        6        6        9        3
Vardas568               Pavarde568              2        1        6        9        8        4        9        8        8        3        1        10       3        2        1        8
Vardas569               Pavarde569              4        5        8        9        10       4        4        5        9        8        1        4        5        9        10       10
Vardas570               Pavarde570              3        7        5        3        7        10       8        10       8        1        6        6        6        5        3        4
Vardas571               Pavarde571              2        9        8        6        4        8        8        8        2        8        10       10       4        10       7        3
Vardas572               Pavarde572              1        3        9        3        9        7        5        7        5        9        1        7        7        6        7        6
Vardas573               Pavarde573              2        7        10       2        2        7        6        6        3        3        9        9        5        3        7        1
Vardas574               Pavarde574              7        4        10       3        8        4        1        2        1        8        2        3        9        9        10       8
Vardas575               Pavarde575              10       7        8        7        3        8        10       4        4        6        9        3        8        4        7        7
Vardas576               Pavarde576              4        1        10       10       6        8        4        7        2        5        8        9        2        4        6        10
Vardas577               Pavarde577              10       10       6        7        10       7        5        2        5        6        5        3        5        6        3        2
Vardas578               Pavarde578              3        7        10       8        3        7        4        2        5        4        2        3        9        2        8        4
Vardas579               Pavarde579              9        7        1        9        10       8        3        2        9        10       6        1        1        2        8        4
Vardas580               Pavarde580              4        10       5        2        4        7        10       6        6        10       8        8        8        9        6        6
Vardas581               Pavarde581              5        1        6        10       3        4        7        2        6        9        7        5        9        5        3        1
Vardas582               Pavarde582              10       1        8        2        4        5        6        8        1        6        6        10       2        8        5        1
Vardas583               Pavarde583              1        9        10       1        9        2        4        7        1        6        4        5        8        10       6        1
Vardas584               Pavarde584              4        9        4        1        7        9        8        6        2        1        5        9        4        6        1        5
Vardas585               Pavarde585              5        1        3        9        1        5        9        3        3        6        5        2        2        3        9        9
Vardas586               Pavarde586              4        1        8        3        5        2        8        3        7        3        8        9        4        8        4        9
Vardas587               Pavarde587              6        7        2        3        1        5        10       4        1        9        1        10       3        4        6        3
Vardas588               Pavarde588              10       10       7        1        2        3        1        10       8        5        10       1        1        6        5        9
Vardas589               Pavarde589              1        1        9        10       8        9        5        5        7        4        2        7        10       6        1        7
Vardas590               Pavarde590              4        1        5        10       4        8        5        8        4        6        10       1        8        5        8        1
Vardas591               Pavarde591              3        1        5        7        9        3        4        2        4        7        5        4        1        10       5        4
Vardas592               Pavarde592              9        7        1        8        5        9        1        7        3        10       4        7        9        8        9        10
Vardas593               Pavarde593              8        3        7        10       6        5        9        3        1        5        5        5        4        4        3        10
Vardas594               Pavarde594              4        4        5        10       7        8        6        2        9        4        7        10       9        6        1        4
Vardas595               Pavarde595              9        3        5        2        8        4        1        5        1        1        1        3        4        10       5        9
Vardas596               Pavarde596              10       5        8        5        8        6        9        10       6        10       4        2        4        5        7        1
Vardas597               Pavarde597              10       4        7        2        2        6        3        7        9        2        4        7        7        6        5        2
Vardas598               Pavarde598              6        5        10       8        8        7        4        4        8        2        5        9        1        8        10       8
Vardas599               Pavarde599              7        2        9        9        1        3        9        8        4        2        10       7        7        7        6        8
Vardas600               Pavarde600              7        4        5        10       9        4        1        9        8        6        4        6        2        1        4        5
Vardas601               Pavarde601              1        4        3        3        4        10       1        9        8        3        1        3        9        1        2        4
Vardas602               Pavarde602              8        6        8        4        4        7        1        2        1        3        10       5        2        9        6        9
Vardas603               Pavarde603              7        9        2        6        3        4        2        10       3        10       1        1        6        7        7        10
Vardas604               Pavarde604              5        7        7        9        9        9        4        8        9        6        4        4        4        5        5        10
Vardas605               Pavarde605              2        10       1        2        3        5        7        6        9        9        9        1        4        3        7        7
Vardas606               Pavarde606              7        2        4        7        4        1        2        2        9        2        1        5        9        9        4        9
Vardas607               Pavarde607              3        9        6        8        5        6        9        3        10       3        10       1        8        2        8        8
Vardas608               Pavarde608              3        7        2        9        9        5        1        4        7        7        1        1        2        10       7        4
Vardas609               Pavarde609              10       9        7        2        4        1        5        7        8        9        2        7        9        4        10       8
Vardas610               Pavarde610              6        7        7        10       7        6        6        6        9        8        5        7        4        8        8        9
Vardas611               Pavarde611              8        10       2        8        2        5        7        4        2        2        1        9        3        6        1        2
Vardas612               Pavarde612              10       8        9        4        1        8        7        8        4        8        6        9        4        1        8        2
Vardas613               Pavarde613              1        6        5        5        9        10       4        6        4        7        4        6        10       5        9        4
Vardas614               Pavarde614              1        3        10       7        9        8        10       6        5        2        1        6        8        6        8        2
Vardas615               Pavarde615              1        6        2        1        1        9        10       3        9        5        4        10       5        10       7        2
Vardas616               Pavarde616              8        5        6        4        8        3        5        3        7        2        10       6        2        6        6        4
Vardas617               Pavarde617              4        9        7        7        6        2        9        9        7        10       7        7        1        4        7        3
Vardas618               Pavarde618              1        7        6        10       10       6        5        8        3        8        3        2        7        2        4        8
Vardas619               Pavarde619              5        4        5        1        6        1        10       10       4        4        3        7        4        4        2        2
Vardas620               Pavarde620              10       6        10       8        9        10       10       8        3        6        3        9        6        9        9        6
Vardas621               Pavarde621              2        9        6        1        7        10       9        7        7        2        9        6        8        2        2        2
Vardas622               Pavarde622              7        6        7        4        8        1        1        2        4        3        5        6        5        6        2        5
Vardas623               Pavarde623              6        6        1        5        2        10       7        3        10       3        9        6        9        10       1        8
Vardas624               Pavarde624              9        7        5        10       8        6        2        4        8        1        9        1        6        5        4        9
Vardas625               Pavarde625              2        6        4        3        2        2        8        4        1        10       2        9        5        1        2        10
Vardas626               Pavarde626              10       5        2        7        1        7        3        1        4        10       6        8        1        5        6        7
Vardas627               Pavarde627              1        5        4        7        9        3        8        2        8        1        7        2        4        8        8        10
Vardas628               Pavarde628              10       5        3        5        4        7        1        2        10       5        9        3        5        8        7        4
Vardas629               Pavarde629              5        1        9        6        7        5        4        4        9        10       7        3        9        1        6        10
Vardas630               Pavarde630              1        9        9        1        7        10       2        5        10       4        4        4        10       2        1        5
Vardas631               Pavarde631              5        10       1        5        4        9        9        10       7        2        6        10       4        5        4        3
Vardas632               Pavarde632              8        3        10       7        2        7        9        4        5        3        3        7        7        8        10       3
Vardas633               Pavarde633              1        10       2        10       1        3        9        3        1        1        5        2        5        2        3        7
Vardas634               Pavarde634              6        7        2        8        8        9        3        4        9        7        3        8        8        7        9        5
Vardas635               Pavarde635              1        8        3        7        7        6        2        1        2        1        6        8        9        9        1        5
Vardas636               Pavarde636              5        7        7        10       10       4        6        7        4        10       5        4        3        9        10       1
Vardas637               Pavarde637              6        10       9        3        1        7        9        9        3        9        5        1        8        3        3        10
Vardas638               Pavarde638              2        9        8        5        9        9        10       8        5        10       4        9        8        5        5        6
Vardas639               Pavarde639              10       6        3        2        10       5        5        2        5        1        2        7        3        5        10       7
Vardas640               Pavarde640              6        4        6        3        3        7        10       3        2        1        7        2        8        6        1        10
Vardas641               Pavarde641              10       4        4        1        10       3        9        2        10       9        7        2        10       8        8        6
Vardas642               Pavarde642              9        6        1        8        2        4        7        1        2        4        2        9        10       10       3        5
Vardas643               Pavarde643              5        6        10       2        10       7        7        5        4        1        6        7        6        8        2        3
Vardas644               Pavarde644              2        2        8        6        8        10       5        1        9        2        3        4        7        6        3        1
Vardas645               Pavarde645              10       3        2        9        2        1        3        10       8        10       3        4        3        6        6        9
Vardas646               Pavarde646              2        8        8        2        7        8        5        1        6        3        8        9        2        3        4        7
Vardas647               Pavarde647              5        10       1        4        6        10       1        4        6        7        8        5        7        3        9        4
Vardas648               Pavarde648              6        10       3        2        6        7        2        4        1        4        5        3        7        3        4        10
Vardas649               Pavarde649              9        8        4        9        10       7        2        4        10       1        6        10       6        2        4        1
Vardas650               Pavarde650              7        9        5        2        10       9        8        4        6        2        7        10       4        8        7        2
Vardas651               Pavarde651              7        1        9        7        9        1        4        7        2        8        6        1        8        3        1        9
Vardas652               Pavarde652              2        1        10       2        1        4        9        3        9        9        3        10       5        5        8        10
Vardas653               Pavarde653              10       1        10       4        7        4        10       9        1        8        1        7        1        6        3        2
Vardas654               Pavarde654              6        10       5        2        5        8        7        1        1        1        2        5        3        3        1        6
Vardas655               Pavarde655              7        7        8        7        6        8        8        1        3        1        8        4        3        10       4        5
Vardas656               Pavarde656              9        9        4        2        2        6        5        5        1        6        8        1        4        3        9        8
Vardas657               Pavarde657              4        7        9        4        10       10       7        2        3        2        3        5        5        3        10       4
Vardas658               Pavarde658              7        4        8        2        1        2        7        10       8        3        3        9        4        1        4        6
Vardas659               Pavarde659              7        3        6        10       1        9        7        10       5        3        4        2        10       10       1        9
Vardas660               Pavarde660              10       2        10       1        5        8        9        6        4        1        7        1        9        3        6        9
Vardas661               Pavarde661              3        2        7        3        10       7        5        9        1        7        2        6        1        7        3        10
Vardas662               Pavarde662              5        7        7        3        2        6        3        4        4        10       7        9        4        7        8        7
Vardas663               Pavarde663              3        9        6        4        6        8        1        1        7        1        1        8        9        3        1        9
Vardas664               Pavarde664              1        7        7        8        3        8        9        5        2        5        7        6        6        8        6        7
Vardas665               Pavarde665              1        6        10       7        1        10       5        4        1        3        6        1        10       7        6        1
Vardas666               Pavarde666              2        1        7        10       8        3        3        8        9        4        6        10       4        4        4        10
Vardas667               Pavarde667              9        9        6        8        10       7        7        2        1        3        4        3        8        5        1        4
Vardas668               Pavarde668              10       3        8        10       8        8        2        8        5        5        4        9        7        4        10       2
Vardas669               Pavarde669              5        4        7        9        5        10       8        8        4        10       7        1        4        1        3        10
Vardas670               Pavarde670              6        4        10       1        8        1        8        2        10       1        7        2        4        7        8        6
Vardas671               Pavarde671              6        6        7        6        8        5        9        6        8        5        7        4        1        4        6        9
Vardas672               Pavarde672              4        3        9        3        7        6        3        3        9        7        1        3        10       9        9        9
Vardas673               Pavarde673              6        9        4        3        10       8        10       8        4        3        5        4        5        9        3        10
Vardas674               Pavarde674              10       3        9        1        10       8        10       2        7        2        6        6        2        5        10       9
Vardas675               Pavarde675              4        8        9        6        2        1        3        2        8        9        1        9        7        8        10       4
Vardas676               Pavarde676              10       4        3        5        7        3        8        3        5        10       6        3        9        6        1        7
Vardas677               Pavarde677              10       1        10       5        3        9        7        6        5        3        10       5        1        9        7        4
Vardas678               Pavarde678              8        2        3        10       6        1        8        4        6        5        10       6        1        4        3        9
Vardas679               Pavarde679              7        3        2        7        5        7        4        3        2        10       10       4        10       9        8        1
Vardas680               Pavarde680              3        5        5        3        2        6        3        2        3        2        7        1        10       1        4        6
Vardas681               Pavarde681              3        8        10       2        7        1        3        9        5        5        2        9        7        8        2        9
Vardas682               Pavarde682              6        6        10       8        6        7        7        3        7        2        3        5        7        7        4        10
Vardas683               Pavarde683              4        5        3        2        9        7        5        10       6        3        7        10       2        10       4        5
Vardas684               Pavarde684              7        2        3        3        6        5        5        4        2        7        9        4        1        7        4        5
Vardas685               Pavarde685              3        2        1        5        8        1        7        7        1        9        5        9        10       2        8        7
Vardas686               Pavarde686              1        5        1        6        2        10       3        1        8        10       6        5        1        5        1        3
Vardas687               Pavarde687              5        5        4        4        5        2        4        4        10       9        3        4        9        1        1        10
Vardas688               Pavarde688              7        1        2        9        2        6        9        8        5        3        2        2        5        3        10       3
Vardas689               Pavarde689              4        9        3        7        10       4        9        6        4        5        3        10       4        9        9        8
Vardas690               Pavarde690              4        10       8        8        1        9        3        2        3        2        5        3        8        4        1        9
Vardas691               Pavarde691              9        7        7        5        9        9        5        7        3        1        6        6        10       5        5        6
Vardas692               Pavarde692              3        6        4        5        8        7        10       9        5        1        5        5        4        2        2        1
Vardas693               Pavarde693              7        10       2        8        5        1        7        1        10       8        10       4        9        8        3        9
Vardas694               Pavarde694              10       3        1        9        2        7        6        10       7        8        5        1        1        2        1        2
Vardas695               Pavarde695              3        1        10       1        5        8        3        10       6        4        5        7        8        2        6        10
Vardas696               Pavarde696              10       8        8        8        7        4        8        4        3        1        6        1        8        7        4        5
Vardas697               Pavarde697              5        4        7        7        4        1        2        4        5        3        10       9        2        4        7        2
Vardas698               Pavarde698              9        1        9        8        8        9        4        4        5        6        5        9        7        2        4        7
Vardas699               Pavarde699              6        5        4        5        3        10       9        8        6        2        4        3        3        4        4        3
Vardas700               Pavarde700              1        1        3        3        7        1        6        4        2        2        6        9        1        5        5        9
Vardas701               Pavarde701              7        5        3        2        2        10       6        3        6        10       2        4        4        5        2        7
Vardas702               Pavarde702              10       7        6        5        6        10       2        8        1        4        10       4        8        6        4        3
Vardas703               Pavarde703              10       6        10       7        5        1        1        5        3        3        1        2        3        5        7        1
Vardas704               Pavarde704              9        4        2        1        8        5        4        5        10       2        7        5        1        5        4        10
Vardas705               Pavarde705              1        4        3        7        6        7        9        6        5        4        7        6        6        9        4        4
Vardas706               Pavarde706              1        10       4        3        2        6        5        4        5        2        10       4        6        8        7        8
Vardas707               Pavarde707              3        3        7        2        7        10       1        8        4        4        5        7        9        10       8        10
Vardas708               Pavarde708              2        5        5        10       4        3        2        8        10       1        5        7        1        10       4        5
Vardas709               Pavarde709              5        4        2        9        8        5        9        3        2        5        10       2        2        4        3        9
Vardas710               Pavarde710              8        8        5        3        7        3        10       6        4        4        6        3        3        5        9        2
Vardas711               Pavarde711              5        7        1        10       7        10       7        9        2        8        6        9        8        2        7        2
Vardas712               Pavarde712              10       2        6        4        1        2        8        9        6        1        5        10       8        4        3        3
Vardas713               Pavarde713              9        9        8        8        8        1        6        4        5        8        3        4        3        4        9        10
Vardas714               Pavarde714              7        7        8        7        3        6        9        3        5        4        4        9        4        3        2        8
Vardas715               Pavarde715              5        10       6        2        5        2        7        3        5        4        8        9        9        1        2        9
Vardas716               Pavarde716              2        10       10       2        10       3        6        8        6        6        4        1        9        5        7        8
Vardas717               Pavarde717              2        10       10       9        7        3        10       4        6        5        2        1        10       1        6        9
Vardas718               Pavarde718              8        4        8        4        1        4        6        5        5        7        10       9        5        4        5        10
Vardas719               Pavarde719              3        8        8        3        9        2        4        9        1        7        6        10       4        5        10       9
Vardas720               Pavarde720              6        4        6        2        10       6        8        1        9        8        2        1        1        1        4        6
Vardas721               Pavarde721              4        10       1        2        3        5        6        3        6        3        3        10       7        7        4        9
Vardas722               Pavarde722              7        7        2        4        1        10       7        2        10       4        8        4        9        7        3        3
Vardas723               Pavarde723              7        9        6        8        10       8        10       7        10       2        10       3        4        3        10       7
Vardas724               Pavarde724              5        4        5        9        1        9        6        5        1        9        3        3        3        2        6        3
Vardas725               Pavarde725              8        1        4        3        6        3        9        6        1        3        9        6        1        9        3        4
Vardas726               Pavarde726              8        8        1        10       7        8        4        5        4        7        6        4        5        3        9        3
Vardas727               Pavarde727              6        10       5        1        3        9        5        5        5        4        4        7        1        3        6        8
Vardas728               Pavarde728              3        4        5        9        4        6        10       3        2        8        4        2        2        9        7        10
Vardas729               Pavarde729              4        6        7        6        8        8        6        9        5        7        6        2        8        7        3        2
Vardas730               Pavarde730              4        5        3        7        10       7        7        8        1        3        9        9        2        5        1        2
Vardas731               Pavarde731              9        2        10       10       3        3        2        8        1        2        4        8        2        10       9        1
Vardas732               Pavarde732              1        3        10       6        6        7        5        7        7        3        2        8        2        4        6        10
Vardas733               Pavarde733              3        4        6        10       10       8        1        7        2        5        3        5        8        5        4        4
Vardas734               Pavarde734              7        1        7        4        8        4        9        8        5        8        7        10       1        8        7        2
Vardas735               Pavarde735              1        10       2        7        8        10       10       7        3        6        6        6        4        8        1        5
Vardas736               Pavarde736              3        1        3        7        2        7        5        4        2        2        8        5        9        9        3        2
Vardas737               Pavarde737              9        9        10       8        2        10       9        10       1        4        8        6        6        6        4        5
Vardas738               Pavarde738              1        5        9        9        4        5        1        2        9        5        6        10       1        7        4        7
Vardas739               Pavarde739              3        8        6        7        5        10       6        5        2        5        10       8        1        8        1        3
Vardas740               Pavarde740              8        6        4        4        8        10       10       3        5        1        9        4        4        8        7        3
Vardas741               Pavarde741              3        4        9        4        6        2        3        2        10       5        1        5        4        5        2        5
Vardas742               Pavarde742              3        6        1        9        7        9        6        4        2        9        2        9        6        2        2        3
Vardas743               Pavarde743              5        5        2        6        1        6        5        1        2        7        8        6        6        8        9        10
Vardas744               Pavarde744              8        3        6        5        1        6        1        9        2        1        6        1        2        2        4        9
Vardas745               Pavarde745              10       7        8        8        1        9        1        7        4        10       7        1        10       10       1        5
Vardas746               Pavarde746              9        2        5        2        8        10       10       7        6        8        1        5        10       9        5        4
Vardas747               Pavarde747              9        2        6        4        9        1        2        9        1        1        9        10       10       6        7        9
