Vardas                  Pavarde                 ND1      ND2      ND3      ND4      ND5      ND6      ND7      ND8      ND9      ND10     ND11     ND12     ND13     ND14     ND15     Egz.
Vardas6083              Pavarde6083             7        6        8        6        7        9        6        4        4        6        6        3        8        6        6        10
Vardas6084              Pavarde6084             3        7        8        8        10       8        7        7        4        10       6        7        9        6        6        8
Vardas6085              Pavarde6085             10       9        5        2        8        1        9        6        1        4        4        5        6        3        5        2
Vardas6086              Pavarde6086             9        5        10       10       10       6        8        3        2        8        9        3        6        6        7        1
Vardas6087              Pavarde6087             3        6        6        6        4        8        6        8        9        9        8        9        9        8        9        8
Vardas6088              Pavarde6088             7        4        8        1        10       2        6        10       4        4        1        3        8        9        4        8
Vardas6089              Pavarde6089             7        10       7        7        4        3        5        8        7        1        1        3        4        9        8        9
Vardas6090              Pavarde6090             10       1        1        8        5        1        3        1        6        3        6        8        4        8        10       10
Vardas6091              Pavarde6091             2        10       4        10       6        7        10       1        5        8        4        6        9        1        8        6
Vardas6092              Pavarde6092             10       4        5        8        7        3        6        3        3        3        9        3        9        5        8        7
Vardas6093              Pavarde6093             8        7        1        10       6        7        10       9        2        9        4        4        1        10       10       8
Vardas6094              Pavarde6094             8        4        7        9        1        5        9        2        5        5        2        4        4        3        2        1
Vardas6095              Pavarde6095             9        10       4        9        7        7        8        7        6        7        5        4        2        8        2        6
Vardas6096              Pavarde6096             6        7        7        4        8        5        4        2        8        10       9        8        6        9        2        2
Vardas6097              Pavarde6097             7        1        6        4        9        9        10       4        2        6        1        1        10       9        4        7
Vardas6098              Pavarde6098             9        9        1        1        4        4        3        7        7        6        5        6        10       1        7        5
Vardas6099              Pavarde6099             3        9        5        6        4        1        6        9        4        3        2        3        4        6        1        6
Vardas6100              Pavarde6100             1        5        4        9        4        9        6        8        10       3        3        8        9        8        10       4
Vardas6101              Pavarde6101             4        6        1        10       2        4        1        8        9        6        10       6        8        5        10       2
Vardas6102              Pavarde6102             5        6        7        2        6        6        7        9        3        9        6        6        2        4        6        5
Vardas6103              Pavarde6103             3        3        3        2        1        7        1        6        5        10       6        9        4        5        1        1
Vardas6104              Pavarde6104             2        1        6        8        7        7        1        10       4        1        9        6        7        10       4        1
Vardas6105              Pavarde6105             10       5        6        8        8        5        5        1        8        8        3        6        10       2        7        6
Vardas6106              Pavarde6106             1        3        7        1        2        10       4        3        4        7        7        8        3        10       5        1
Vardas6107              Pavarde6107             9        2        4        10       10       7        5        7        9        7        3        10       10       5        7        7
Vardas6108              Pavarde6108             4        4        5        1        3        2        5        3        9        6        5        1        4        3        4        1
Vardas6109              Pavarde6109             3        8        9        7        1        3        8        4        6        8        1        1        7        6        6        2
Vardas6110              Pavarde6110             8        1        3        6        10       9        8        7        6        6        5        2        8        10       3        5
Vardas6111              Pavarde6111             4        7        3        6        4        8        3        10       10       6        9        2        2        9        3        7
Vardas6112              Pavarde6112             4        4        10       1        6        5        6        7        3        7        3        9        9        7        3        1
Vardas6113              Pavarde6113             5        5        9        6        4        6        4        6        1        2        6        2        8        9        2        8
Vardas6114              Pavarde6114             1        8        4        3        9        7        3        10       5        5        9        8        10       3        9        9
Vardas6115              Pavarde6115             8        9        9        3        1        7        9        4        1        10       2        3        6        5        5        6
Vardas6116              Pavarde6116             8        5        9        4        7        5        3        3        2        1        6        10       8        5        1        4
Vardas6117              Pavarde6117             8        6        9        7        6        5        2        8        8        10       4        1        3        10       5        5
Vardas6118              Pavarde6118             10       4        1        6        3        6        2        10       10       3        10       2        6        8        7        9
Vardas6119              Pavarde6119             2        6        7        2        7        1        6        9        8        5        5        9        6        4        6        3
Vardas6120              Pavarde6120             3        5        9        7        5        2        10       3        9        4        6        6        1        7        8        2
Vardas6121              Pavarde6121             7        7        1        9        10       8        6        2        3        6        1        4        4        10       10       4
Vardas6122              Pavarde6122             3        2        1        1        5        7        10       6        4        7        4        9        9        5        4        7
Vardas6123              Pavarde6123             10       8        1        1        8        5        3        2        5        4        6        5        4        6        8        5
Vardas6124              Pavarde6124             2        8        5        2        3        4        9        8        8        2        9        2        5        6        9        6
Vardas6125              Pavarde6125             2        5        9        4        3        4        7        3        1        8        2        8        2        4        9        3
Vardas6126              Pavarde6126             4        10       1        4        5        2        9        1        1        3        3        1        8        6        4        7
Vardas6127              Pavarde6127             9        2        5        1        6        3        7        1        3        2        7        4        2        7        10       7
Vardas6128              Pavarde6128             9        5        7        10       7        3        1        9        2        6        9        8        4        5        5        9
Vardas6129              Pavarde6129             1        1        2        6        8        4        4        9        9        10       8        5        3        9        1        5
Vardas6130              Pavarde6130             9        7        5        4        9        2        7        1        3        4        10       4        7        5        9        8
Vardas6131              Pavarde6131             7        5        6        4        5        3        9        6        6        9        2        1        10       3        3        6
Vardas6132              Pavarde6132             6        5        1        2        10       10       7        3        3        7        4        3        8        4        3        5
Vardas6133              Pavarde6133             3        7        10       7        5        5        5        5        7        10       9        1        8        7        10       3
Vardas6134              Pavarde6134             2        7        9        3        10       1        7        6        8        5        4        3        10       6        9        1
Vardas6135              Pavarde6135             5        1        8        7        6        9        4        2        5        4        8        2        4        9        5        8
Vardas6136              Pavarde6136             8        3        4        8        7        6        5        7        2        1        1        1        1        7        9        6
Vardas6137              Pavarde6137             2        9        2        1        2        6        10       4        3        3        7        6        4        3        9        1
Vardas6138              Pavarde6138             2        2        9        9        4        2        7        6        9        9        5        9        9        6        5        1
Vardas6139              Pavarde6139             5        7        4        7        6        7        7        7        3        9        7        9        3        4        2        3
Vardas6140              Pavarde6140             1        6        4        2        6        2        3        4        4        9        1        7        6        7        9        5
Vardas6141              Pavarde6141             3        1        9        1        3        4        5        1        8        6        3        2        5        10       3        7
Vardas6142              Pavarde6142             1        5        4        1        6        3        9        1        9        1        2        3        9        9        7        9
Vardas6143              Pavarde6143             5        5        10       9        10       9        7        3        1        1        7        3        8        6        5        4
Vardas6144              Pavarde6144             3        3        8        2        4        4        3        3        1        3        1        5        8        10       10       1
Vardas6145              Pavarde6145             1        6        3        7        4        5        6        5        2        3        3        3        7        3        10       5
Vardas6146              Pavarde6146             6        7        4        4        10       4        6        1        5        4        7        7        1        2        9        10
Vardas6147              Pavarde6147             8        5        8        5        8        10       6        8        8        10       5        6        7        1        6        3
Vardas6148              Pavarde6148             6        10       3        10       4        10       2        5        5        1        4        2        10       6        6        9
Vardas6149              Pavarde6149             4        1        1        10       3        7        9        10       10       4        5        2        6        8        4        7
Vardas6150              Pavarde6150             3        9        3        7        3        8        9        7        4        5        10       3        2        5        4        10
Vardas6151              Pavarde6151             1        4        6        10       6        3        4        5        5        2        6        6        3        3        8        5
Vardas6152              Pavarde6152             6        10       5        4        6        10       10       8        8        3        2        2        8        10       7        9
Vardas6153              Pavarde6153             8        1        10       5        9        8        5        5        5        4        7        5        2        8        6        1
Vardas6154              Pavarde6154             9        1        4        6        6        3        2        1        2        5        2        3        9        7        4        7
Vardas6155              Pavarde6155             10       5        6        9        5        2        5        2        3        6        5        3        2        9        2        6
Vardas6156              Pavarde6156             6        8        10       6        1        1        1        5        3        3        2        5        10       7        7        3
Vardas6157              Pavarde6157             9        8        4        8        9        3        4        7        2        3        5        5        10       6        10       8
Vardas6158              Pavarde6158             9        3        1        1        7        7        1        8        1        10       6        3        6        5        10       5
Vardas6159              Pavarde6159             2        5        8        10       2        6        8        5        1        8        3        3        10       7        6        5
Vardas6160              Pavarde6160             4        2        10       10       7        9        5        8        9        5        6        5        8        1        10       4
Vardas6161              Pavarde6161             8        3        9        2        8        3        8        5        4        4        4        4        1        7        5        5
Vardas6162              Pavarde6162             9        2        1        3        3        10       4        8        9        10       9        8        4        6        3        1
Vardas6163              Pavarde6163             7        1        10       4        5        3        2        6        10       8        8        6        3        5        4        7
Vardas6164              Pavarde6164             5        2        1        9        2        4        10       3        5        5        4        10       5        9        9        3
Vardas6165              Pavarde6165             3        10       4        10       8        3        6        10       10       2        8        3        1        2        9        7
Vardas6166              Pavarde6166             7        1        9        9        6        1        2        6        10       5        10       7        2        3        9        8
Vardas6167              Pavarde6167             3        9        5        7        5        3        9        2        8        1        8        10       5        5        6        4
Vardas6168              Pavarde6168             9        8        9        6        2        2        2        10       1        5        2        10       9        3        6        8
Vardas6169              Pavarde6169             8        8        3        6        7        6        5        9        9        5        3        10       7        7        4        9
Vardas6170              Pavarde6170             10       7        8        3        8        4        7        10       5        4        1        10       3        6        10       3
Vardas6171              Pavarde6171             5        8        9        3        4        1        3        5        8        1        9        6        2        5        10       8
Vardas6172              Pavarde6172             7        7        8        2        1        10       10       2        7        10       5        4        5        8        6        2
Vardas6173              Pavarde6173             10       5        3        3        7        5        6        5        2        9        3        6        10       5        2        2
Vardas6174              Pavarde6174             1        5        7        1        10       4        7        6        5        7        3        10       1        1        10       4
Vardas6175              Pavarde6175             8        6        5        1        5        9        3        1        6        6        4        1        7        7        2        7
Vardas6176              Pavarde6176             2        2        4        2        8        10       2        7        1        1        8        8        5        6        7        7
Vardas6177              Pavarde6177             10       6        3        2        3        2        7        9        7        2        1        1        8        3        5        3
Vardas6178              Pavarde6178             8        1        1        7        10       2        7        7        8        2        1        3        8        1        5        1
Vardas6179              Pavarde6179             4        7        7        1        7        6        9        9        8        7        2        7        3        5        5        2
Vardas6180              Pavarde6180             8        4        1        1        5        2        6        4        2        1        1        10       8        4        8        9
Vardas6181              Pavarde6181             9        5        9        5        9        2        9        2        3        7        10       7        6        2        10       8
Vardas6182              Pavarde6182             6        4        8        3        10       4        8        1        2        1        10       8        6        3        3        6
Vardas6183              Pavarde6183             1        4        10       4        7        9        3        9        1        5        5        4        10       4        3        7
Vardas6184              Pavarde6184             2        5        1        4        4        8        2        4        3        6        10       1        3        10       2        4
Vardas6185              Pavarde6185             8        4        4        1        10       1        10       7        4        9        10       6        6        6        3        7
Vardas6186              Pavarde6186             9        3        5        3        2        6        4        4        8        7        7        2        3        6        10       10
Vardas6187              Pavarde6187             3        3        10       3        8        3        4        6        5        2        4        5        2        3        3        3
Vardas6188              Pavarde6188             7        8        8        6        9        10       4        7        2        6        7        8        3        7        2        1
Vardas6189              Pavarde6189             8        4        9        8        10       7        7        2        3        5        3        10       5        5        4        10
Vardas6190              Pavarde6190             4        9        5        4        7        6        9        5        7        4        9        8        3        9        1        8
Vardas6191              Pavarde6191             8        1        2        6        3        10       3        2        6        3        1        7        4        4        9        10
Vardas6192              Pavarde6192             5        6        10       9        5        10       8        5        4        2        9        9        1        10       10       5
Vardas6193              Pavarde6193             3        2        3        6        3        7        2        3        1        3        8        10       3        2        5        10
Vardas6194              Pavarde6194             4        8        4        6        1        1        8        4        5        9        3        7        10       10       3        10
Vardas6195              Pavarde6195             3        7        3        7        4        6        10       2        2        5        5        10       7        2        8        8
Vardas6196              Pavarde6196             8        6        10       8        9        9        10       3        7        6        5        3        6        2        2        8
Vardas6197              Pavarde6197             3        4        7        7        9        1        1        5        8        10       4        6        3        8        10       5
Vardas6198              Pavarde6198             3        9        7        10       8        10       4        2        6        8        1        9        1        2        3        10
Vardas6199              Pavarde6199             1        9        10       4        7        1        3        4        1        2        1        5        3        8        6        4
Vardas6200              Pavarde6200             10       1        9        5        10       5        6        6        6        1        8        5        3        7        4        7
Vardas6201              Pavarde6201             6        10       6        3        4        9        3        6        1        8        5        8        5        3        3        2
Vardas6202              Pavarde6202             6        2        2        4        2        6        7        3        2        9        9        5        4        5        1        5
Vardas6203              Pavarde6203             1        3        7        5        10       1        2        9        5        7        10       7        7        1        7        5
Vardas6204              Pavarde6204             7        2        7        2        8        2        6        1        10       3        7        9        2        7        3        10
Vardas6205              Pavarde6205             8        7        6        1        6        10       5        4        3        2        5        3        3        3        8        6
Vardas6206              Pavarde6206             7        8        4        5        3        9        8        2        5        5        4        7        8        2        7        4
Vardas6207              Pavarde6207             10       10       5        6        6        3        3        3        1        6        3        8        8        6        8        6
Vardas6208              Pavarde6208             9        6        7        8        7        9        4        8        3        6        7        1        2        1        5        5
Vardas6209              Pavarde6209             6        9        5        1        8        8        8        1        4        3        7        6        8        5        5        8
Vardas6210              Pavarde6210             4        8        3        3        5        2        4        4        10       9        1        5        10       6        6        7
Vardas6211              Pavarde6211             10       8        1        4        9        6        9        4        2        8        7        4        9        3        6        3
Vardas6212              Pavarde6212             1        4        5        8        5        2        10       4        5        2        1        7        10       4        2        8
Vardas6213              Pavarde6213             9        1        9        1        6        3        10       8        9        4        9        9        9        6        9        9
Vardas6214              Pavarde6214             2        7        2        3        2        10       9        3        10       7        4        5        5        6        10       1
Vardas6215              Pavarde6215             2        2        2        2        8        8        2        9        2        3        10       10       8        8        7        8
Vardas6216              Pavarde6216             4        4        2        10       2        7        7        10       10       5        4        5        2        7        6        2
Vardas6217              Pavarde6217             8        4        8        4        4        3        4        1        6        4        2        3        5        5        2        2
Vardas6218              Pavarde6218             8        7        9        6        10       8        6        1        3        5        9        9        9        6        10       7
Vardas6219              Pavarde6219             9        9        2        3        7        4        3        9        8        8        7        1        8        7        8        3
Vardas6220              Pavarde6220             10       1        6        2        9        2        3        3        6        6        4        5        2        5        7        1
Vardas6221              Pavarde6221             6        1        3        3        4        2        2        10       2        2        4        6        6        4        3        6
Vardas6222              Pavarde6222             9        1        10       10       8        8        2        9        10       5        1        5        1        9        7        7
Vardas6223              Pavarde6223             6        1        9        4        10       8        4        4        5        10       2        2        7        9        2        4
Vardas6224              Pavarde6224             8        1        4        2        7        10       7        1        9        4        8        2        4        4        6        10
Vardas6225              Pavarde6225             5        2        1        2        9        10       1        4        2        3        1        4        3        6        2        4
Vardas6226              Pavarde6226             7        3        10       5        9        7        5        4        2        4        8        3        9        4        7        5
Vardas6227              Pavarde6227             5        6        1        10       2        9        9        2        1        3        5        8        9        6        4        7
Vardas6228              Pavarde6228             1        6        6        3        8        10       9        1        10       9        7        6        5        5        3        9
Vardas6229              Pavarde6229             3        2        7        7        8        7        6        1        10       2        8        4        3        5        6        9
Vardas6230              Pavarde6230             2        7        1        1        2        10       6        4        7        6        2        2        5        8        2        4
Vardas6231              Pavarde6231             7        10       5        2        3        7        2        6        8        8        4        3        9        9        10       10
Vardas6232              Pavarde6232             8        4        5        9        6        1        9        2        5        7        6        8        7        9        8        1
Vardas6233              Pavarde6233             4        3        1        1        10       1        1        9        9        5        8        7        6        2        10       1
Vardas6234              Pavarde6234             3        2        2        2        1        8        8        8        6        4        7        9        1        5        5        6
Vardas6235              Pavarde6235             9        6        9        7        7        4        6        5        3        9        7        7        8        10       1        5
Vardas6236              Pavarde6236             10       2        7        8        5        7        9        6        8        9        1        1        4        1        5        7
Vardas6237              Pavarde6237             10       4        7        1        10       10       1        3        9        9        10       3        2        3        4        9
Vardas6238              Pavarde6238             9        3        4        1        6        8        3        8        7        7        4        1        1        8        10       9
Vardas6239              Pavarde6239             8        8        10       4        4        5        1        1        9        9        10       3        3        6        9        3
Vardas6240              Pavarde6240             9        1        3        6        7        7        2        4        2        4        1        7        8        9        6        1
Vardas6241              Pavarde6241             5        1        2        7        2        8        1        9        10       5        5        9        8        2        1        2
Vardas6242              Pavarde6242             8        2        7        7        2        8        8        6        5        7        7        10       6        2        10       3
Vardas6243              Pavarde6243             2        6        7        7        1        3        1        1        8        3        5        10       10       5        7        3
Vardas6244              Pavarde6244             9        3        9        1        10       10       7        3        5        7        8        7        5        5        2        8
Vardas6245              Pavarde6245             5        3        6        2        5        5        5        7        1        9        7        6        10       6        10       5
Vardas6246              Pavarde6246             5        3        10       9        2        10       10       4        8        6        8        6        4        10       10       5
Vardas6247              Pavarde6247             4        8        9        7        10       9        1        6        2        8        7        1        1        6        6        4
Vardas6248              Pavarde6248             8        10       1        1        5        9        9        8        5        1        3        4        4        1        2        9
Vardas6249              Pavarde6249             2        8        10       2        2        6        2        5        1        5        10       10       8        1        10       1
Vardas6250              Pavarde6250             6        5        1        1        3        5        4        7        7        1        2        7        2        6        4        4
Vardas6251              Pavarde6251             4        6        3        5        3        10       2        8        9        3        10       3        1        9        5        10
Vardas6252              Pavarde6252             3        3        7        5        10       3        4        9        7        3        4        9        2        10       7        5
Vardas6253              Pavarde6253             2        10       5        1        8        2        3        9        1        9        7        6        10       5        1        6
Vardas6254              Pavarde6254             8        5        8        2        2        4        5        7        4        10       2        8        5        3        10       2
Vardas6255              Pavarde6255             10       5        10       8        8        10       4        3        10       5        10       10       5        9        4        1
Vardas6256              Pavarde6256             9        8        3        10       5        10       4        6        3        2        6        10       7        2        5        1
Vardas6257              Pavarde6257             2        5        10       3        8        5        7        7        10       6        4        8        1        8        9        4
Vardas6258              Pavarde6258             3        1        7        6        1        4        8        2        2        4        10       4        8        5        10       1
Vardas6259              Pavarde6259             8        6        3        9        9        5        7        5        8        3        5        2        1        8        9        4
Vardas6260              Pavarde6260             8        1        8        2        4        6        9        3        4        9        5        10       4        2        7        10
Vardas6261              Pavarde6261             9        7        4        8        5        8        10       10       8        6        1        4        9        8        1        9
Vardas6262              Pavarde6262             8        9        1        6        4        10       7        8        2        2        1        1        3        1        10       6
Vardas6263              Pavarde6263             5        8        7        8        4        7        6        7        3        5        9        5        5        5        8        2
Vardas6264              Pavarde6264             2        9        5        5        10       1        10       7        6        9        6        4        1        2        3        6
Vardas6265              Pavarde6265             4        1        4        1        7        2        5        9        2        3        6        2        1        4        3        1
Vardas6266              Pavarde6266             4        5        9        1        8        8        7        7        9        8        2        8        6        1        5        2
Vardas6267              Pavarde6267             6        9        7        6        3        8        9        7        9        9        6        8        2        2        9        3
Vardas6268              Pavarde6268             3        2        7        9        1        6        3        9        4        5        1        7        9        9        5        6
Vardas6269              Pavarde6269             9        10       10       5        8        6        6        6        3        4        3        5        5        5        6        2
Vardas6270              Pavarde6270             10       4        6        10       2        3        1        7        3        4        9        9        3        10       6        8
Vardas6271              Pavarde6271             2        5        4        5        4        3        9        3        4        7        10       8        1        8        1        10
Vardas6272              Pavarde6272             6        5        2        3        2        7        4        3        4        4        5        9        1        4        8        2
Vardas6273              Pavarde6273             4        1        7        3        7        4        1        4        3        2        8        1        9        5        4        2
Vardas6274              Pavarde6274             8        3        1        2        5        3        7        10       6        6        9        3        1        10       3        10
Vardas6275              Pavarde6275             10       7        5        7        5        3        10       7        10       8        2        9        5        5        1        3
Vardas6276              Pavarde6276             9        3        1        3        4        6        10       7        10       5        3        8        4        1        6        10
Vardas6277              Pavarde6277             7        1        1        8        8        2        7        4        8        1        9        6        6        6        1        10
Vardas6278              Pavarde6278             6        3        7        2        7        9        4        3        7        3        2        10       6        3        4        5
Vardas6279              Pavarde6279             3        6        9        3        9        1        7        9        2        6        9        2        2        3        10       2
Vardas6280              Pavarde6280             7        2        10       6        8        6        2        1        9        2        4        7        4        10       1        2
Vardas6281              Pavarde6281             8        8        5        7        4        8        1        1        7        6        2        8        9        2        5        4
Vardas6282              Pavarde6282             8        2        5        8        3        6        1        6        5        1        5        1        3        3        6        6
Vardas6283              Pavarde6283             4        7        7        8        8        10       4        4        6        1        5        8        5        9        3        10
Vardas6284              Pavarde6284             9        3        2        7        8        9        8        9        3        9        5        1        2        3        2        7
Vardas6285              Pavarde6285             3        10       9        10       9        6        9        2        7        1        8        1        2        9        5        6
Vardas6286              Pavarde6286             3        7        6        10       5        6        1        7        2        8        4        9        6        6        6        6
Vardas6287              Pavarde6287             4        2        1        3        9        2        5        4        1        7        9        10       5        7        2        5
Vardas6288              Pavarde6288             9        4        6        10       1        2        5        2        9        1        3        6        7        10       8        5
Vardas6289              Pavarde6289             10       6        4        4        8        10       7        5        2        8        6        5        9        9        9        8
Vardas6290              Pavarde6290             9        9        7        6        5        2        3        2        5        4        8        1        1        10       7        6
Vardas6291              Pavarde6291             3        5        9        9        3        5        1        7        5        3        6        10       1        9        6        6
Vardas6292              Pavarde6292             6        8        5        1        6        4        1        8        5        7        1        2        10       6        6        1
Vardas6293              Pavarde6293             8        9        9        9        5        8        5        3        5        6        8        4        2        9        4        4
Vardas6294              Pavarde6294             6        8        9        10       10       3        7        7        9        3        1        5        3        6        2        1
Vardas6295              Pavarde6295             6        9        10       7        9        9        7        8        5        8        4        6        2        2        5        6
Vardas6296              Pavarde6296             2        1        10       10       7        1        7        9        6        4        6        5        3        9        6        9
Vardas6297              Pavarde6297             3        9        7        8        7        10       8        4        1        1        10       6        3        6        2        2
Vardas6298              Pavarde6298             1        8        5        9        1        6        6        1        1        1        6        5        9        10       3        6
Vardas6299              Pavarde6299             5        6        10       8        6        2        7        5        9        6        4        7        6        2        1        3
Vardas6300              Pavarde6300             3        9        2        8        10       9        5        5        4        4        6        8        4        6        9        6
Vardas6301              Pavarde6301             9        7        3        6        1        1        7        10       6        6        2        3        9        4        5        9
Vardas6302              Pavarde6302             9        9        6        4        8        8        4        9        4        3        8        10       6        9        2        5
Vardas6303              Pavarde6303             6        9        6        1        1        6        5        1        1        7        6        9        6        5        9        7
Vardas6304              Pavarde6304             10       9        6        8        6        10       4        5        7        3        1        2        6        9        1        6
Vardas6305              Pavarde6305             4        9        3        1        2        6        8        3        4        9        10       3        9        8        5        1
Vardas6306              Pavarde6306             8        3        2        3        8        8        3        5        6        5        10       10       5        9        1        3
Vardas6307              Pavarde6307             3        4        3        2        4        8        3        9        6        3        3        2        8        4        3        8
Vardas6308              Pavarde6308             9        5        3        4        10       5        10       5        10       4        6        8        6        1        1        10
Vardas6309              Pavarde6309             1        9        3        5        7        10       10       7        6        7        10       8        6        2        3        8
Vardas6310              Pavarde6310             9        3        10       9        3        3        8        7        2        10       7        3        6        10       3        10
Vardas6311              Pavarde6311             10       5        10       3        5        4        7        1        4        1        6        2        4        3        2        2
Vardas6312              Pavarde6312             6        10       7        3        9        8        10       2        8        10       6        7        7        5        1        2
Vardas6313              Pavarde6313             5        2        10       6        7        10       6        9        2        9        2        8        3        9        2        1
Vardas6314              Pavarde6314             2        5        2        10       4        10       3        5        6        6        2        6        1        4        9        6
Vardas6315              Pavarde6315             4        2        10       1        7        8        3        8        3        4        1        1        3        7        1        10
Vardas6316              Pavarde6316             7        5        2        2        8        9        1        3        6        8        10       6        9        6        8        1
Vardas6317              Pavarde6317             4        9        9        5        5        5        4        3        10       5        4        3        3        8        3        3
Vardas6318              Pavarde6318             7        6        8        4        10       1        2        9        5        6        9        2        9        5        2        10
Vardas6319              Pavarde6319             3        4        6        4        6        5        1        4        9        1        2        1        8        8        2        3
Vardas6320              Pavarde6320             6        7        8        1        2        5        4        8        4        7        9        2        10       1        1        2
Vardas6321              Pavarde6321             10       6        4        4        9        8        9        6        8        9        6        2        2        10       1        6
Vardas6322              Pavarde6322             5        3        4        5        2        1        5        1        3        4        8        7        10       7        2        2
Vardas6323              Pavarde6323             3        8        5        8        7        2        4        8        8        2        9        3        5        5        5        5
Vardas6324              Pavarde6324             6        6        2        4        8        10       8        1        3        3        10       7        6        9        2        8
Vardas6325              Pavarde6325             4        7        8        3        9        10       9        1        2        9        7        10       9        4        5        1
Vardas6326              Pavarde6326             3        8        9        5        1        10       1        3        9        5        4        10       1        8        7        6
